precio,m2,antiguedad,salas,dormitorios,renta_zona,poblacion_zona
341239.5,220.58,6.61,6.0,3.0,85825.86,13983.3
410925.89999999997,256.7,7.68,7.0,4.0,62765.29,22272.19
429966.30000000005,292.62,5.84,9.0,5.0,70205.72,26973.43
411914.39999999997,257.19,4.79,7.0,3.0,66595.66,42385.4
282585.30000000005,230.4,5.63,7.0,3.0,64303.64,20214.6
284484.0,245.81,7.35,7.0,3.0,57358.62,22061.59
409510.80000000005,243.05,6.04,7.0,3.0,74216.13,45068.6
386724.6,285.49,4.4,8.0,4.0,68503.49,34699.26
419693.69999999995,323.89,5.73,10.0,3.0,55481.29,42179.67
467903.69999999995,257.74,8.31,7.0,5.0,75266.0,13108.02
445703.10000000003,278.73,6.75,8.0,5.0,68854.09,37482.55
466077.89999999997,263.28,4.6,8.0,4.0,74854.1,50538.01
353783.4,274.27,5.74,8.0,6.0,54634.32,41564.01
378739.80000000005,205.69,8.17,6.0,2.0,57098.2,42721.29
499052.69999999995,297.23,6.49,9.0,4.0,68035.56,34174.74
279003.6,241.51,5.46,7.0,3.0,63128.61,39536.81
475250.39999999997,300.84,6.17,9.0,3.0,62937.05,38082.48
655644.0,269.38,7.08,8.0,5.0,82915.91,50445.65
458708.69999999995,238.24,6.46,7.0,4.0,70138.53,44684.74
299472.30000000005,248.13,5.69,7.0,6.0,75611.47,22047.2
153964.8,182.71,6.61,5.0,3.0,42822.31,29670.2
340934.4,273.26,7.35,8.0,5.0,60145.23,25198.79
569600.7,260.06,6.52,8.0,6.0,87853.85,42302.26
376672.80000000005,273.6,5.38,8.0,5.0,66392.57,26623.18
410292.30000000005,254.17,6.3,7.0,5.0,58204.22,46663.4
536485.5,295.87,6.55,9.0,3.0,88244.61,25791.99
369108.9,286.4,4.5,8.0,6.0,68737.6,34216.69
300065.1,276.2,4.67,8.0,3.0,56423.03,40155.74
176102.40000000002,257.78,3.91,7.0,5.0,66678.06,23031.17
520311.89999999997,264.84,7.91,8.0,5.0,71517.01,40239.28
228650.09999999998,217.45,3.98,6.0,4.0,66097.62,37467.6
459853.80000000005,263.09,7.56,8.0,5.0,76423.32,24402.24
373050.6,216.83,5.45,6.0,4.0,72660.16,48711.55
488663.39999999997,237.65,5.19,7.0,2.0,92787.28,36590.45
530199.3,246.25,7.04,7.0,3.0,78535.64,44280.08
392625.6,237.66,5.88,7.0,2.0,58110.57,49355.98
393504.30000000005,283.08,6.36,8.0,4.0,71614.59,29922.17
470210.39999999997,240.34,6.98,7.0,3.0,76813.78,31822.49
338046.30000000005,236.09,6.27,7.0,3.0,73508.36,34894.58
442128.60000000003,210.14,7.12,6.0,4.0,63805.7,48433.82
409800.30000000005,221.82,6.31,6.0,4.0,67651.53,50823.46
503283.60000000003,305.28,5.65,9.0,6.0,69086.61,39890.3
536991.8999999999,235.08,7.31,7.0,3.0,93822.31,28555.79
588514.8,285.77,6.99,8.0,3.0,89808.63,30847.09
201967.5,174.32,5.75,5.0,2.0,64896.62,33201.08
369117.30000000005,263.08,7.22,8.0,4.0,61853.86,23811.23
337445.4,216.12,5.61,6.0,2.0,64205.86,48649.61
327298.80000000005,246.77,6.74,7.0,3.0,74872.36,20068.16
471046.19999999995,286.6,5.63,8.0,3.0,81980.59,41393.59
205536.90000000002,218.17,5.87,6.0,3.0,52801.98,21518.04
253665.90000000002,294.61,5.05,9.0,4.0,54510.2,20211.44
292441.80000000005,176.15,5.79,5.0,3.0,61868.61,34967.08
374298.30000000005,251.68,7.54,7.0,3.0,63655.18,16409.12
414425.10000000003,254.09,5.29,7.0,5.0,86031.51,35417.77
517909.19999999995,296.4,6.88,9.0,6.0,72748.51,40137.5
288461.69999999995,211.04,7.74,6.0,3.0,61839.77,26064.82
407993.39999999997,232.25,6.46,7.0,2.0,76519.68,28961.43
415339.80000000005,224.8,6.23,6.0,2.0,76774.86,34313.83
459434.10000000003,244.08,5.9,7.0,6.0,76659.75,41717.72
425578.80000000005,191.85,5.97,5.0,3.0,71371.43,52265.6
442916.10000000003,242.32,5.74,7.0,2.0,83460.87,31385.46
350506.5,206.52,5.63,6.0,4.0,74740.73,29954.62
366810.30000000005,262.19,6.66,8.0,6.0,70229.02,28829.01
296234.4,186.26,5.32,5.0,4.0,72950.86,38711.03
294837.30000000005,222.58,5.95,6.0,4.0,58515.95,33776.48
158324.7,256.46,5.27,7.0,5.0,52207.44,21095.59
417369.89999999997,246.4,6.48,7.0,5.0,72821.25,40594.06
328296.6,265.66,4.86,8.0,3.0,66250.32,24201.75
483065.10000000003,287.74,6.0,8.0,6.0,74275.5,38535.73
530611.5,223.13,8.1,6.0,4.0,81167.44,28713.96
370877.4,254.08,7.81,7.0,4.0,56119.33,36041.28
398702.10000000003,220.67,5.9,6.0,4.0,84998.46,28623.41
511238.10000000003,259.97,7.01,8.0,6.0,69604.43,40684.08
396566.39999999997,240.17,6.13,7.0,3.0,70775.43,40561.3
334181.1,184.9,6.86,5.0,3.0,66236.84,38906.86
313088.4,271.28,5.12,8.0,5.0,57451.87,38532.98
499096.19999999995,252.75,6.84,7.0,6.0,66293.88,48877.5
290903.69999999995,220.35,4.27,6.0,2.0,69100.99,46139.14
354904.5,262.19,5.58,8.0,4.0,75729.77,29996.02
287344.5,244.93,5.67,7.0,3.0,58599.62,26569.66
273867.6,255.78,5.52,7.0,3.0,59498.08,25401.1
443927.39999999997,287.09,6.12,8.0,6.0,72409.67,40605.97
429452.39999999997,269.11,6.3,8.0,4.0,69316.8,24448.21
524373.3,296.54,7.35,9.0,6.0,68656.91,43833.85
468924.89999999997,299.46,5.92,9.0,5.0,71240.25,42566.5
427723.5,264.1,5.09,8.0,6.0,73223.94,41113.01
241336.19999999998,205.65,5.93,6.0,4.0,60968.33,28483.81
318132.30000000005,280.75,5.07,8.0,4.0,65935.61,36262.43
286421.1,237.01,4.5,7.0,4.0,62773.52,41389.36
345781.19999999995,252.22,5.33,7.0,3.0,69304.57,29466.0
286783.19999999995,209.21,4.42,6.0,4.0,73219.0,31619.58
129974.09999999999,213.13,4.64,6.0,3.0,63787.54,22449.53
515663.10000000003,253.3,7.39,7.0,6.0,76613.08,43250.99
371062.5,233.15,7.95,7.0,2.0,64461.39,34210.94
204660.0,184.57,6.85,5.0,4.0,41533.01,31685.4
342575.1,208.41,4.97,6.0,4.0,79575.64,31050.1
348820.5,193.2,5.22,5.0,4.0,82185.47,29258.99
504402.30000000005,268.93,7.22,8.0,6.0,69853.42,41913.64
283794.6,199.22,6.94,6.0,4.0,51519.62,43258.64
256213.5,238.19,7.08,7.0,4.0,48616.86,29770.08
411898.19999999995,219.29,7.73,6.0,4.0,63324.58,43281.57
124371.29999999999,282.09,2.64,8.0,6.0,65016.22,15902.58
372096.0,215.65,4.74,6.0,2.0,76855.87,45388.31
492194.10000000003,267.59,6.76,8.0,4.0,75302.08,42382.75
461200.80000000005,255.0,6.12,7.0,4.0,69438.7,57775.26
401390.10000000003,230.66,4.84,7.0,2.0,75764.2,36712.2
325533.9,197.49,5.43,5.0,3.0,68814.93,42285.98
271598.69999999995,221.87,6.31,6.0,4.0,60912.32,20915.82
148422.90000000002,213.91,5.31,6.0,3.0,41007.46,39526.57
371208.30000000005,226.55,6.11,6.0,2.0,61949.88,42092.88
259469.69999999998,262.83,4.64,8.0,6.0,67421.67,20167.04
300657.9,217.12,5.27,6.0,3.0,68428.39,31074.12
240033.0,232.77,5.68,7.0,4.0,61839.65,17244.97
423099.60000000003,247.59,7.1,7.0,5.0,62835.26,50097.95
310914.9,204.11,4.21,6.0,2.0,72485.2,43134.04
131143.8,201.75,4.78,6.0,3.0,60945.72,34162.96
187329.90000000002,189.3,4.4,5.0,3.0,83729.79,12906.25
353832.30000000005,202.04,7.41,6.0,2.0,57605.8,49411.41
522121.5,251.38,8.99,7.0,3.0,75358.48,21319.99
211840.5,203.17,4.53,6.0,3.0,53927.41,37875.55
261075.59999999998,200.08,6.86,6.0,4.0,60776.39,28318.75
331845.0,241.72,5.44,7.0,3.0,69648.51,36038.96
357803.4,275.64,4.73,8.0,4.0,59295.68,46784.54
607890.8999999999,231.18,5.46,7.0,2.0,97548.31,39089.42
393441.89999999997,282.98,6.84,8.0,6.0,61688.68,35552.99
337016.1,274.24,5.61,8.0,3.0,72469.54,27227.81
361725.0,262.65,6.64,8.0,6.0,76048.37,22469.52
474642.0,304.34,6.22,9.0,6.0,79186.45,17840.12
172030.5,216.2,5.4,6.0,2.0,49220.04,46981.93
520747.80000000005,286.5,6.45,8.0,6.0,80040.17,29699.01
315655.5,235.3,6.77,7.0,2.0,51995.58,47073.8
345384.6,280.52,7.87,8.0,4.0,52711.12,25594.17
459365.10000000003,267.16,8.08,8.0,3.0,56934.46,37076.2
331005.9,209.02,5.7,6.0,3.0,66760.7,42292.56
92460.0,164.24,5.36,4.0,2.0,52376.61,34189.14
426988.80000000005,230.52,7.04,7.0,4.0,70224.32,40274.17
394705.19999999995,232.65,6.95,7.0,3.0,62612.91,40789.83
191385.59999999998,154.38,5.03,4.0,2.0,80285.0,23457.13
308157.30000000005,197.26,6.04,5.0,2.0,66811.7,33499.33
218903.69999999998,252.19,5.38,7.0,6.0,51142.41,41872.64
503031.0,207.91,5.72,6.0,2.0,90535.17,42249.32
470736.60000000003,238.17,5.81,7.0,2.0,93185.81,23723.07
262491.0,189.52,5.38,5.0,3.0,70743.2,26897.71
351723.9,256.95,6.58,7.0,4.0,56024.55,36215.96
461695.5,196.13,6.4,5.0,2.0,76224.73,50003.26
385971.9,299.31,4.38,9.0,5.0,89671.02,15625.55
493809.89999999997,230.22,6.6,7.0,3.0,89825.66,18598.26
344193.9,216.97,6.83,6.0,3.0,61013.72,34771.66
292945.19999999995,210.41,6.14,6.0,4.0,63362.23,34971.82
322005.0,252.85,5.89,7.0,4.0,57086.37,39002.9
325276.80000000005,200.9,4.31,6.0,4.0,69044.94,34764.29
429675.60000000003,241.79,4.76,7.0,2.0,81438.58,43340.29
502821.30000000005,267.08,6.88,8.0,3.0,78299.64,39298.24
474167.10000000003,213.64,6.04,6.0,4.0,87386.38,31735.76
464962.19999999995,200.48,6.3,6.0,3.0,83149.78,45985.95
596901.8999999999,306.17,6.31,9.0,5.0,94085.47,31011.37
386094.30000000005,270.52,5.4,8.0,6.0,60710.16,44101.24
525890.3999999999,285.18,7.51,8.0,4.0,71309.25,32357.0
458913.30000000005,266.71,4.72,8.0,3.0,93303.68,38162.61
513183.60000000003,296.41,5.62,9.0,4.0,85631.08,42811.78
232203.0,208.72,6.37,6.0,2.0,51359.97,40796.68
460843.19999999995,222.83,5.9,6.0,3.0,75868.77,39295.7
498881.69999999995,273.6,5.81,8.0,6.0,82733.05,39060.77
432908.10000000003,210.97,5.95,6.0,4.0,67043.2,53738.63
384677.4,236.97,5.77,7.0,3.0,67037.27,41042.43
373790.4,307.27,6.74,9.0,3.0,56696.51,26083.32
307772.69999999995,228.02,6.3,7.0,4.0,65837.12,18249.72
414021.0,240.92,5.83,7.0,3.0,79477.87,30411.18
86612.70000000001,218.66,4.3,6.0,2.0,55048.33,25092.67
374274.30000000005,263.03,4.81,8.0,5.0,80613.46,35692.28
530219.7,259.87,7.45,8.0,6.0,76848.19,43978.26
476565.0,257.4,6.62,7.0,4.0,83586.9,34277.63
505565.10000000003,250.3,5.51,7.0,3.0,86343.44,35780.35
278685.0,237.02,6.39,7.0,3.0,65846.17,28214.36
469779.30000000005,276.02,6.02,8.0,5.0,69577.14,48122.1
278064.9,228.78,4.99,7.0,2.0,61581.05,43070.52
531185.1000000001,273.12,5.87,8.0,5.0,79097.13,43950.66
383806.19999999995,283.9,5.85,8.0,4.0,68988.29,28734.94
159229.5,188.41,4.84,5.0,3.0,46926.37,53820.13
562468.8,280.08,8.47,8.0,4.0,84708.41,28218.62
426867.0,253.32,5.73,7.0,6.0,79619.35,34605.39
373736.4,240.06,7.06,7.0,4.0,61795.48,40719.13
374439.30000000005,245.42,6.39,7.0,5.0,54621.02,44500.35
460669.5,234.35,7.44,7.0,4.0,70153.88,31863.4
512832.60000000003,273.79,6.56,8.0,4.0,79292.81,27772.67
429978.0,289.15,4.95,9.0,4.0,67348.1,52158.02
384827.69999999995,260.74,6.53,8.0,6.0,73355.69,28007.9
504812.69999999995,264.64,6.02,8.0,3.0,68958.02,46682.34
187344.90000000002,200.33,7.56,6.0,2.0,44088.27,31032.92
495505.5,258.35,5.02,8.0,6.0,80650.4,54516.29
230410.5,253.22,4.89,7.0,3.0,57945.32,23040.41
300563.1,207.54,5.19,6.0,2.0,63625.81,35778.46
450246.30000000005,279.35,6.88,8.0,6.0,60684.04,42643.14
382196.4,211.17,3.4,6.0,2.0,90160.69,34010.05
309313.80000000005,239.66,4.98,7.0,2.0,62016.08,48896.82
452459.69999999995,258.21,5.15,8.0,6.0,79261.15,36128.99
232198.80000000002,239.42,6.4,7.0,4.0,49205.82,30395.78
517112.10000000003,261.74,6.55,8.0,6.0,84973.89,38072.4
378248.1,274.01,3.96,8.0,3.0,80573.79,34411.87
410142.89999999997,230.02,7.19,7.0,4.0,71062.08,30770.85
390927.6,255.34,5.2,7.0,5.0,85828.01,29248.28
402561.0,224.12,7.15,6.0,4.0,67868.8,32732.16
356525.1,266.16,6.22,8.0,4.0,72778.92,24559.01
346523.1,267.97,4.6,8.0,6.0,73304.9,24283.87
314690.69999999995,241.25,5.25,7.0,4.0,68025.57,35478.58
395843.39999999997,234.35,5.8,7.0,2.0,81024.78,25837.86
306722.69999999995,223.84,4.93,6.0,4.0,69289.18,40695.8
418491.30000000005,239.06,5.36,7.0,4.0,72695.12,48115.42
355003.19999999995,260.73,5.0,8.0,4.0,67568.93,36474.99
377976.0,229.6,5.64,7.0,4.0,76503.55,42154.36
173875.8,242.1,4.97,7.0,2.0,66273.74,12950.57
477356.39999999997,256.41,7.41,7.0,4.0,57736.43,45688.1
431146.19999999995,258.23,7.21,8.0,6.0,73505.13,31536.85
255305.69999999998,236.82,4.65,7.0,3.0,60537.87,31247.58
396311.10000000003,221.6,6.4,6.0,2.0,66544.74,34141.7
333685.80000000005,214.11,6.48,6.0,3.0,60754.63,29425.41
452990.69999999995,263.63,4.2,8.0,3.0,86160.99,47757.32
287887.80000000005,248.09,7.9,7.0,5.0,44577.15,27835.54
309654.0,244.72,5.02,7.0,6.0,61951.49,38737.28
369604.5,240.37,5.99,7.0,3.0,79027.74,21387.63
472530.30000000005,227.87,7.33,6.0,4.0,69186.62,49505.78
377229.9,248.53,4.5,7.0,4.0,84268.22,31182.39
652142.7,260.85,6.56,8.0,5.0,93719.47,39900.45
334664.69999999995,245.75,5.71,7.0,5.0,65218.35,34863.86
419386.80000000005,187.98,5.54,5.0,3.0,78169.52,44503.92
301171.5,274.7,5.16,8.0,4.0,63907.72,28299.46
484312.19999999995,221.81,6.44,6.0,4.0,74867.53,57841.22
439010.39999999997,234.76,6.37,7.0,2.0,73950.98,30518.82
289986.30000000005,278.25,4.15,8.0,3.0,74158.86,32580.54
436098.89999999997,269.16,7.25,8.0,3.0,63280.71,43031.56
396416.69999999995,261.97,5.93,8.0,5.0,75869.24,32436.29
273153.9,248.06,4.07,7.0,6.0,61171.88,41919.9
308806.19999999995,258.05,5.8,8.0,5.0,66120.42,28439.36
482666.69999999995,246.33,5.5,7.0,5.0,79566.92,49311.76
437402.69999999995,252.75,5.38,7.0,4.0,84020.5,25975.51
659569.5,218.71,7.7,6.0,3.0,83936.34,55471.78
384533.4,216.5,7.4,6.0,4.0,60007.14,47734.41
358992.9,244.88,7.15,7.0,3.0,60125.81,25424.03
473548.19999999995,273.09,6.36,8.0,3.0,70580.44,36626.7
129026.40000000001,235.25,4.29,7.0,2.0,53029.35,34472.3
203396.40000000002,249.41,5.68,7.0,5.0,55289.11,30773.26
325660.19999999995,279.75,5.22,8.0,5.0,71776.62,29802.46
490434.30000000005,250.13,6.49,7.0,4.0,75999.7,35183.72
350235.0,269.73,5.84,8.0,3.0,56265.97,40493.06
320318.1,225.27,6.82,6.0,4.0,61590.89,34460.01
266321.69999999995,215.98,5.78,6.0,4.0,71172.49,23264.37
252877.5,253.29,3.49,7.0,6.0,57925.0,40177.88
259220.09999999998,216.49,3.39,6.0,4.0,75025.96,33970.36
152685.59999999998,223.87,5.47,6.0,2.0,53080.44,23763.2
367133.4,174.15,6.29,5.0,3.0,64629.46,46877.15
308711.1,273.51,4.46,8.0,5.0,62559.3,44521.76
446399.39999999997,243.62,5.23,7.0,6.0,90691.21,20846.54
550926.0,299.24,6.78,9.0,6.0,77700.59,38827.41
344420.1,269.18,5.03,8.0,4.0,66141.19,37355.86
395604.30000000005,204.01,6.05,6.0,4.0,79990.05,37816.8
352344.30000000005,209.1,5.29,6.0,4.0,76293.94,40712.4
456886.5,272.46,6.02,8.0,3.0,76255.79,41297.07
339643.80000000005,289.5,4.54,9.0,3.0,76365.18,19991.63
363738.6,221.71,6.45,6.0,3.0,73438.59,33285.95
259239.59999999998,270.68,7.28,8.0,5.0,46474.32,28182.1
400913.39999999997,252.07,6.32,7.0,3.0,68562.02,35476.17
524173.5,223.64,7.2,6.0,4.0,63785.55,67353.97
419506.19999999995,249.27,4.2,7.0,4.0,71320.87,47871.97
606047.3999999999,262.65,6.19,8.0,4.0,93128.72,42100.83
263333.69999999995,171.81,5.88,5.0,3.0,71833.87,31326.34
376560.6,293.31,5.74,9.0,3.0,51815.36,43604.79
352024.19999999995,222.16,5.71,6.0,2.0,69245.89,37597.87
398004.0,281.58,6.78,8.0,5.0,63765.5,34303.41
475656.60000000003,249.36,5.12,7.0,6.0,81844.46,51937.44
331901.1,227.35,5.89,6.0,3.0,62798.23,34652.26
288750.6,268.44,5.27,8.0,6.0,56281.21,29141.74
422422.5,263.41,6.94,8.0,5.0,67059.97,51237.39
379863.0,225.08,7.59,6.0,2.0,58385.22,41930.38
522315.89999999997,263.45,6.76,8.0,6.0,70259.07,54050.64
490967.69999999995,202.85,5.52,6.0,3.0,87929.45,44486.38
695485.8,247.77,7.89,7.0,5.0,94733.97,46314.69
422967.60000000003,288.05,4.84,9.0,6.0,73504.89,47118.42
349859.4,204.68,7.13,6.0,3.0,78643.17,13889.08
418198.80000000005,208.26,5.5,6.0,2.0,78318.81,41569.4
438782.69999999995,282.45,6.17,8.0,5.0,63639.92,41448.75
576684.3,262.9,5.53,8.0,6.0,81728.44,51629.32
476221.80000000005,240.36,5.8,7.0,2.0,89551.73,43964.66
290360.69999999995,260.51,6.31,8.0,3.0,49493.3,39909.18
427963.80000000005,258.16,5.31,8.0,4.0,61461.5,49688.04
517629.0,291.11,6.26,9.0,3.0,72692.59,33125.5
526146.3,286.87,6.76,8.0,6.0,79702.39,46270.33
96317.70000000001,214.82,5.19,6.0,2.0,54994.92,15444.48
326880.6,266.45,6.62,8.0,3.0,57327.99,28945.55
341256.9,205.01,4.49,6.0,3.0,74585.84,48051.65
411501.0,288.18,4.87,9.0,4.0,77334.29,37905.98
478686.30000000005,202.56,7.26,6.0,2.0,77132.8,47450.67
569984.3999999999,267.73,4.57,8.0,6.0,96778.12,37480.7
202397.40000000002,200.33,5.82,6.0,3.0,52046.54,41715.55
466647.30000000005,267.0,7.46,8.0,6.0,78350.6,23052.85
358257.6,232.5,5.43,7.0,3.0,61602.04,45188.14
444632.10000000003,272.36,5.1,8.0,4.0,84452.46,38221.14
346475.1,255.87,5.95,7.0,4.0,84712.91,11072.5
315251.69999999995,221.78,6.2,6.0,3.0,61492.92,37743.4
9342.3,207.13,4.29,6.0,3.0,37971.21,33267.77
524659.5,293.85,7.94,9.0,3.0,73158.74,25175.43
386109.30000000005,214.69,7.48,6.0,3.0,74622.16,30736.53
371173.80000000005,257.74,7.37,7.0,6.0,58956.26,38529.64
377920.19999999995,288.32,6.19,9.0,3.0,69253.9,22524.58
308674.19999999995,273.72,6.37,8.0,5.0,47549.64,43526.16
416465.69999999995,237.17,5.9,7.0,3.0,73271.89,39446.31
191157.0,219.84,4.27,6.0,4.0,61478.63,36837.82
515271.30000000005,243.01,7.57,7.0,3.0,62317.21,47836.25
218906.69999999998,253.4,4.68,7.0,4.0,65464.2,26065.69
614744.1000000001,209.57,7.61,6.0,3.0,87883.58,41012.62
402211.5,237.97,6.55,7.0,3.0,67819.25,37515.54
294294.9,171.53,7.16,5.0,2.0,65659.59,40337.23
455450.69999999995,234.76,5.87,7.0,2.0,68827.56,45935.96
300852.0,257.52,3.06,7.0,3.0,71152.76,40951.24
449976.30000000005,262.32,6.33,8.0,3.0,80939.63,27771.54
448973.10000000003,247.85,7.84,7.0,5.0,66860.59,36035.54
458074.5,244.87,7.62,7.0,6.0,64314.51,37217.64
275283.30000000005,301.65,6.39,9.0,4.0,63867.1,14522.66
471897.0,236.21,6.27,7.0,2.0,81220.07,32859.52
287824.80000000005,245.96,6.08,7.0,3.0,60880.58,42877.52
288025.19999999995,239.21,5.65,7.0,2.0,66553.4,23632.23
457807.80000000005,272.7,6.05,8.0,3.0,72896.25,40426.53
302065.80000000005,244.29,6.27,7.0,3.0,59160.09,23252.91
331531.5,199.82,5.43,6.0,3.0,66412.83,50996.64
187764.3,199.71,5.62,6.0,2.0,67026.44,27677.88
539948.1000000001,278.22,7.7,8.0,4.0,77151.91,27117.8
345839.69999999995,211.89,5.68,6.0,4.0,69799.15,38340.73
253828.80000000002,213.11,5.35,6.0,4.0,55768.79,47989.68
416359.5,252.91,6.35,7.0,3.0,81699.18,19502.03
424286.10000000003,298.76,5.72,9.0,4.0,57367.83,47734.1
381992.69999999995,181.59,5.16,5.0,2.0,80488.79,36743.27
446894.39999999997,257.99,5.36,8.0,3.0,68091.18,44557.38
529796.3999999999,233.12,5.71,7.0,3.0,82587.59,55932.22
280233.6,227.12,7.07,6.0,2.0,57407.72,27117.89
328763.69999999995,276.21,4.18,8.0,5.0,64332.47,30812.6
262904.69999999995,304.92,4.88,9.0,6.0,66039.74,15612.68
256483.80000000002,225.76,5.87,6.0,3.0,62397.08,40739.88
404922.89999999997,239.2,6.25,7.0,2.0,84810.87,28392.29
291247.80000000005,252.09,4.46,7.0,3.0,67051.25,39735.7
538803.0,230.31,6.0,7.0,3.0,83907.37,46091.79
280347.6,225.17,5.36,6.0,4.0,62345.82,41982.91
175218.3,265.97,3.7,8.0,3.0,60960.46,28171.99
268753.80000000005,255.62,5.18,7.0,5.0,68353.73,27804.83
208812.0,231.1,6.57,7.0,4.0,58661.56,17467.94
361241.1,232.39,6.42,7.0,2.0,66131.0,40979.53
424119.0,224.33,5.78,6.0,4.0,67351.24,47175.79
182362.2,226.61,5.47,6.0,3.0,59933.14,28593.01
291329.69999999995,227.96,5.41,7.0,2.0,60840.49,36241.3
514216.80000000005,186.99,5.43,5.0,2.0,94712.12,49411.89
586931.7,272.0,6.68,8.0,3.0,74469.21,46500.06
603904.8,300.74,6.18,9.0,3.0,78753.39,50350.27
417149.39999999997,243.94,5.33,7.0,5.0,80233.23,26263.05
458835.60000000003,242.93,5.34,7.0,4.0,84473.27,31608.06
342964.5,210.84,3.53,6.0,4.0,78049.6,42857.37
584873.3999999999,250.52,6.32,7.0,6.0,93178.49,42808.65
317339.69999999995,211.69,5.22,6.0,4.0,69949.35,37358.2
475762.19999999995,235.33,5.66,7.0,2.0,85903.38,25593.12
350698.19999999995,254.87,5.58,7.0,4.0,65283.64,37824.71
429574.80000000005,209.09,7.15,6.0,4.0,79191.82,35107.14
422831.69999999995,258.29,4.76,8.0,6.0,72242.6,43987.88
449017.19999999995,269.22,7.17,8.0,3.0,63125.76,51219.0
469970.39999999997,252.01,5.56,7.0,4.0,78581.26,50891.2
295833.9,259.26,4.78,8.0,4.0,59481.78,31200.97
265683.6,231.49,5.05,7.0,4.0,66770.22,33238.33
330678.0,231.95,5.75,7.0,3.0,75368.59,32075.27
380437.80000000005,241.82,6.85,7.0,2.0,60419.89,38272.92
474207.60000000003,226.07,7.6,6.0,4.0,78555.13,34514.16
338593.19999999995,245.6,5.0,7.0,4.0,82073.52,36337.03
457406.69999999995,291.79,5.09,9.0,4.0,64254.16,58051.04
352926.30000000005,289.52,6.68,9.0,5.0,53432.59,36804.95
436882.19999999995,260.43,7.14,8.0,5.0,67883.13,34639.41
533254.8,260.87,6.13,8.0,4.0,91832.99,31105.11
371370.9,227.23,6.58,6.0,3.0,70670.88,23592.16
415735.19999999995,227.49,5.88,6.0,4.0,70315.43,49697.93
310537.80000000005,280.46,6.15,8.0,4.0,48362.98,49354.13
407670.0,200.16,6.74,6.0,4.0,74022.14,30053.44
393343.80000000005,278.81,4.85,8.0,6.0,65182.71,48109.11
275978.1,268.13,4.39,8.0,5.0,54048.69,42177.97
295759.80000000005,201.86,5.27,6.0,4.0,72283.95,40277.39
358861.5,222.5,4.92,6.0,3.0,82476.03,30985.34
430794.30000000005,249.27,6.49,7.0,5.0,79771.83,30611.54
225840.0,272.13,3.94,8.0,3.0,57236.17,24726.1
97494.6,252.73,5.42,7.0,4.0,43952.34,25139.45
338291.4,259.15,7.15,8.0,3.0,56721.45,22904.15
71796.0,193.0,5.19,5.0,3.0,56654.96,25801.97
158784.59999999998,205.51,5.95,6.0,4.0,40185.73,37766.67
436707.60000000003,273.1,7.0,8.0,4.0,71227.39,20096.29
411458.10000000003,247.77,8.19,7.0,4.0,52444.86,39288.46
369435.6,266.69,6.56,8.0,6.0,56825.75,43474.78
330792.30000000005,238.95,3.74,7.0,2.0,55621.9,63184.61
227478.90000000002,198.73,5.05,6.0,2.0,66510.01,29293.62
143091.3,196.61,5.55,5.0,2.0,62639.16,27812.69
512007.0,240.12,6.15,7.0,4.0,79452.82,44852.09
323923.5,206.61,5.4,6.0,2.0,83137.39,30482.56
229978.19999999998,237.25,4.98,7.0,4.0,69143.47,24405.28
271513.5,195.26,5.93,5.0,3.0,68277.67,38099.87
427534.5,247.32,6.67,7.0,4.0,72251.04,34878.6
453762.60000000003,246.04,5.47,7.0,5.0,71373.98,51509.6
495102.60000000003,234.63,6.78,7.0,3.0,81503.47,46674.37
333764.4,285.41,7.61,8.0,3.0,60569.2,16351.2
282752.69999999995,235.5,6.03,7.0,3.0,72683.53,18539.1
492853.5,264.56,6.42,8.0,4.0,73763.57,38550.71
323613.9,245.63,5.1,7.0,4.0,75780.62,34944.98
400159.5,244.0,6.11,7.0,6.0,77882.88,27528.75
205215.0,251.34,4.44,7.0,3.0,70608.37,24387.61
393320.10000000003,273.73,5.67,8.0,6.0,67782.87,46608.23
351639.9,266.84,4.96,8.0,5.0,57714.75,53101.0
425860.80000000005,259.68,3.48,8.0,5.0,88613.87,42905.1
386528.1,241.77,6.16,7.0,4.0,73559.43,34374.59
450282.0,257.8,5.77,7.0,6.0,81775.63,30070.73
300026.1,274.65,6.04,8.0,4.0,42462.1,42191.78
437330.39999999997,312.54,6.4,9.0,3.0,72096.85,31584.38
224379.90000000002,255.08,5.86,7.0,5.0,43922.0,42250.8
307421.4,253.01,6.62,7.0,3.0,64114.96,25273.21
455300.10000000003,273.08,4.98,8.0,3.0,77573.87,39055.11
286152.30000000005,217.99,6.29,6.0,2.0,70036.83,25064.27
412649.39999999997,254.96,5.41,7.0,4.0,71183.74,46955.01
493659.0,298.54,6.64,9.0,4.0,67315.6,37811.21
518102.10000000003,279.02,8.54,8.0,3.0,72813.8,35014.85
479199.0,277.6,5.69,8.0,5.0,73023.33,40512.89
506483.69999999995,233.98,7.06,7.0,4.0,67569.88,49054.87
419493.0,251.77,6.44,7.0,4.0,69972.85,37815.49
330028.19999999995,186.16,5.45,5.0,3.0,73231.05,40788.11
451668.30000000005,263.61,5.9,8.0,5.0,80577.73,36463.03
331797.30000000005,203.09,7.56,6.0,2.0,64754.57,27143.02
236713.19999999998,269.36,5.13,8.0,5.0,55435.64,23503.16
226896.0,195.88,4.34,5.0,2.0,65510.66,45111.81
